"","random_sample1","random_sample2","random_sample3","random_sample4","random_sample5","random_sample6","random_sample7","random_sample8","random_sample9","random_sample10"
"NRSN2",2227,2379,3176,1838,2463,2961,1939,1491,2435,3893
"LOC100507459",78,596,44,231,28,189,27,64,29,159
"TBC1D20",1538,1526,2573,1786,1729,2680,1387,2068,2062,3272
"SRXN1",1864,2004,1763,1937,904,2204,2127,2340,2586,3058
"TCF15",0,0,0,0,0,0,0,0,0,0
"SLC52A3",40,154,39,211,376,354,1,61,21,68
"FAM110A",1282,1292,1027,3060,1009,756,1194,1827,1391,1770
"ANGPT4",0,1,0,0,0,0,0,0,0,0
"RSPO4",0,0,0,0,0,0,2,0,0,0
"PSMF1",7211,5344,7304,6238,5599,7920,7432,8317,7218,6134
"TMEM74B",374,411,764,123,599,308,1075,192,339,734
"SDCBP2",4.33333333333333,29.3333333333333,15.3333333333333,24,24,37.3333333333333,8.33333333333333,0.333333333333333,23.6666666666667,41
"SNPH",791,733,2251,431,1076,514,1645,2298,927,629
"RAD21L1",0,0,0,0,0,0,0,0,0,0
"C20orf202",0,87,0,0,4,1,2,241,0,0
"FKBP1A",20992,13304,19373,19196,16520,20146,12074,20986,19766,20249
"MIR6869",193,134,166,212,170,167,90,203,186,212
"SIRPB2",1,4,2,1,0,1,0,1,0,0
"SIRPD",0,0,0,0,1,0,0,0,0,0
"SIRPG",0,0,0,0,0,0,0,2,0,2
"LOC101929010",0,0,0,0,0,0,0,0,0,0
"LOC100289473",0,10,18,0,20,20,10,5,5,10
"SIRPA",2240,1551,1220,3137,1699,3653,2952,4902,1417,3165
"LOC388780",0,0,48,37,37,3,0,3,3,3
"TGM3",0,0,0,0,0,0,0,0,0,0
"TGM6",0,0,0,0,0,0,0,0,1,1
"SNORD119",0,0,0,0,0,0,2,0,0,0
"SNRPB",10059,9930,10595,16073,9876,16168,8784,13996,14816,15565
"NOP56",1419,3164,2736,1727,2941,2784,2933,1792,2712,3016
"SNORD56",1,3,9,6,16,0,4,0,1,5
"SNORD57",7,8,7,8,7,11,25,16,10,5
"SNORD110",2,1,4,1,8,4,2,5,4,9
"IDH3B",7310,6144,7883,5820,8846,8164,4356,8277,7001,10937
"EBF4",653,514,225,265,502,368,419,730,303,507
"SNORA51",0,0,0,0,0,1,1,0,2,2
"MIR1292",6,14,5,8,14,10,11,10,8,5
"SNORD86",0,0,0,0,0,0,0,0,0,0
"PCED1A",1179,1539,2150,1166,1544,1725,1634,1439,1724,1742
"VPS16",998,1456,1381,931,1196,1465,1515,1184,1078,1495
"CPXM1",59,59,31,8,93,0,8,328,263,263
"C20orf141",0,0,0,0,0,0,0,0,0,0
"TMEM239",0,0,0,0,0,0,0,0,0,0
"OXT",41,21,0,10,10,57,15,71,27,10
"GNRH2",0,0,0,0,0,0,0,0,0,0
"FASTKD5",4186,1813,2404,3376,1439,3393,2805,3486,2548,1857
"MRPS26",3311,4083,4349,3099,3006,3944,3457,2793,4347,4527
"UBOX5-AS1",0,0,1,14,3,0,0,1,1,3
"UBOX5",542,943,459,543,675,605,268,410,755,843
"AVP",0,0,0,0,0,0,0,0,0,0
"ITPA",3243,2940,3139,2299,2619,3386,2003,3303,2458,3462
"SLC4A11",13,26,127,319,68,82,113,19,116,28
"DDRGK1",4923,4827,5772,5610,3499,6048,4990,4774,4521,7151
"ADAM33",2,2,13,9,32,0,58,6,0,13
"GFRA4",0,0,0,0,0,0,0,0,0,0
"CDC25B",2568,1776,1897,3192,1436,4085,2667,2546,2667,2548
"HSPA12B",769,7,219,402,489,35,29,1025,114,369
"C20orf27",1358,1427,2598,1349,1469,1490,1680,991,2177,1163
"CENPB",782,661,704,378,622,631,547,607,362,661
"SPEF1",6,6,33,6,6,0,4,0,4,4
"LOC101929125",16,3,13,65,15,26,17,28,51,12
"AP5S1",554,1875,1773,1097,1227,1453,1215,1062,1785,2730
"MIR103B2",0,0,0,0,0,0,0,0,0,0
"PANK2",1513,1519,1458,903,1457,1163,992,1089,743,1559
"MAVS",1494,1583,2363,1845,2709,2486,1306,951,1854,2491
"MIR103A2",15,4,6,8,4,19,3,0,14,12
"SMOX",156,681,462,502,419,180,215,489,441,540
"LINC01433",0,0,0,0,0,0,0,0,0,0
"ADRA1D",24,0,0,12,12,0,0,41,0,0
"PRNP",8504,9114,7639,7171,9038,8664,7256,10318,7835,7041
"PRND",2,1,3,1,0,1,1,1,2,2
"RASSF2",224,167,202,206,548,37,57,424,29,76
"TMEM230",7614,8012,8378,6341,7600,9448,5698,5576,7286,7455
"PCNA",3189,3818,3143,3751,1972,4881,2343,4525,3238,3003
"PCNA-AS1",0,0,0,0,0,0,0,0,0,0
"PROKR2",1,0,39,0,32,0,0,39,0,0
"LOC643406",0,1,0,0,0,0,0,2,4,2
"LINC00658",0,0,0,0,0,0,0,0,1,0
"LINC00654",37,12,44,61,44,9,28,8,54,514
"LOC101929207",0,0,0,0,0,0,0,0,0,0
"GPCPD1",1299,949,900,788,1105,1449,667,1351,1356,2368
"TRMT6",1425,809,1093,1061,2014,1531,1231,1231,973,1613
"CRLS1",773,1153,1831,1016,1447,1516,1167,1022,1552,1889
"MCM8",16,11,56,20,23,213,25,15,119,150
"LOC101929225",4,3,12,5,3,1,0,0,9,2
"FERMT1",6,30,38,30,13,11,32,4,16,69
"BMP2",138,253,511,199,346,89,164,136,572,375
"MIR8062",0,0,0,0,0,0,0,0,0,0
"LAMP5",5021,1856,754,329,3910,882,529,746,683,2097
"LAMP5-AS1",0,0,0,0,0,0,0,0,0,0
"ANKEF1",297,216,355,549,108,703,262,573,239,365
"LOC101929371",0,0,0,0,0,0,0,0,0,0
"MKKS",8461,9270,6705,7249,6158,10261,9139,8356,7694,5319
"MIR6870",0,0,0,0,0,0,7,0,0,0
"JAG1",1624,748,1155,972,1496,1091,556,700,1506,1796
"LOC101929395",0,2,1,0,0,0,2,0,0,25
"LOC339593",0,0,0,0,0,0,0,0,0,0
"BTBD3",2519,2230,2408,2343,2454,2691,1437,1955,2477,2725
"LOC101929486",0,0,0,0,0,0,0,0,0,0
"LOC100505515",0,0,0,0,0,0,0,0,0,0
"LOC102606466",13,0,0,0,0,0,0,0,0,0
"ISM1-AS1",2,0,0,2,0,0,0,0,0,0
"NDUFAF5",1109,709,995,719,624,272,560,779,1035,904
"FLRT3",839,727,1058,622,1422,1017,559,79,493,1664
"MACROD2-AS1",1,0,45,3,0,2,6,0,4,313
"SNRPB2",2701,3637,2456,2669,3828,3432,2933,3589,3592,4616
"OTOR",0,0,0,0,0,0,0,0,0,0
"BFSP1",1,20,56,70,371,11,210,15,19,57
"RRBP1",4788,5471,5127,5696,4830,4705,5964,2917,5236,7955
"SNX5",1362,1611,2029,1315,707,2135,1567,1283,1361,1569
"SNORD17",0,129,21,0,259,258,150,645,0,649
"OVOL2",151,415,257,255,727,468,682,305,712,277
"CSRP2BP",2435,1125,872,2308,1046,2379,1983,2801,1626,1135
"PET117",508,544,410,426,612,583,617,506,474,445
"ZNF133",416,645,776,566,405,852,343,337,1129,883
"DZANK1",119,266,178,53,70,263,343,19,205,190
"RBBP9",381,821,495,310,146,155,664,259,715,481
"POLR3F",606,504,577,373,617,446,1192,427,829,611
"LINC00851",0,0,0,0,0,0,0,0,0,2
"MIR3192",0,0,0,0,1,0,0,0,0,0
"SEC23B",6272,8472,4997,4859,7049,7128,7121,8749,7274,8634
"LINC00493",3625,4447,4145,2404,3349,3869,3456,3166,4071,4048
"LOC101929526",0,0,0,0,0,0,0,0,0,0
"C20orf78",0,0,0,0,0,0,0,0,0,0
"LOC100270804",22,20,50,19,146,6,129,130,42,17
"LINC00652",0,0,0,0,0,0,1,0,0,0
"SCP2D1",0,0,0,0,0,0,0,0,0,0
"LOC100130264",0,41,7,0,82,82,41,218,6,268
"CRNKL1",2264,3254,1500,2879,3825,1915,2145,2085,2551,1942
"NAA20",24170,14632,20814,10126,14707,19387,16332,18707,16369,17516
"INSM1",774,796,1282,471,750,1046,654,804,1248,1303
"KIZ",434,321,942,764,406,1060,492,272,449,666
"LOC101929591",0,0,0,0,0,0,1,0,0,0
"NKX2-4",0,0,0,0,0,0,0,0,0,0
"NKX2-2",1361,1935,1940,527,1329,1741,2093,1402,1083,1527
"LOC101929625",0,0,0,0,0,0,0,0,0,0
"PAX1",0,1,0,1,0,0,0,0,0,0
"LINC01432",0,0,0,15,0,0,0,0,0,0
"LINC01427",0,0,0,0,0,0,0,0,0,0
"LOC284788",0,0,0,0,0,0,0,0,0,0
"FOXA2",1122,1908,2056,1277,1203,1400,990,1185,1028,1189
"LINC01384",0,0,0,0,0,0,0,0,0,0
"CD93",2551,241,2337,3372,2229,3415,170,1338,3500,4737
"THBD",2777,249,3520,7454,5662,7519,176,1460,5573,11178
"SSTR4",0,0,0,0,0,0,0,0,0,0
"LINC00656",0,0,0,0,0,0,0,0,0,0
"NXT1",2002,1821,1135,1764,2068,3383,674,2236,2631,2225
"CSTL1",0,0,0,0,1,1,0,0,0,0
"LINC01431",113,412,213,140,41,267,72,117,135,213
"NAPB",2393,774,1105,722,1288,971,1245,731,447,687
"GZF1",2543,306,1007,2513,415,2544,2505,2656,1268,392
"CST11",0,0,0,0,0,0,0,0,0,0
"CST8",0,0,0,0,0,0,0,0,0,0
"CST9L",0,0,0,0,0,0,0,0,0,0
"CST13P",0,0,0,0,0,0,0,0,0,0
"CST9",0,0,0,0,0,0,0,0,0,0
"CST4",0,0,0,0,0,0,0,0,0,0
"CST3",26676,32200,32951,22109,27871,28219,33171,23148,31205,38233
"CST1",0,0,0,0,0,0,0,0,0,0
"CST2",15,15,30,0,15,0,30,0,30,0
"GGTLC1",0,0,0,0,1,1,0,0,0,1
"CST5",1,0,14,26,16,0,0,0,26,3
"FLJ33581",0,0,0,0,0,0,0,0,0,0
"CST7",0,0,0,0,0,0,0,0,0,0
"APMAP",9640,12347,11318,6936,10981,9152,8524,11788,9868,10963
"VSX1",1,141,1,0,1,0,0,0,140,0
"LOC284798",0,0,0,0,0,0,0,1,13,0
"PYGB",3296,2709,4104,2423,2032,2294,2847,1447,3891,3232
"ENTPD6",2711,4908,2725,2825,2472,2485,2638,2630,3879,3339
"NANP",1002,441,692,475,491,506,736,851,662,603
"ZNF337",379,701,1532,636,1310,734,2074,940,2306,1722
"FAM182B",24,15,0,0,5,0,5,5,5,43
"LOC101926935",299,41,74,55,325,49,199,178,102,121
"LOC101926955",0,0,0,0,1,1,0,0,0,0
"FAM182A",6,0,0,0,0,10,0,2,18,0
"LOC100134868",38,32,61,43,84,40,101,30,79,32
"NCOR1P1",0,0,0,0,0,0,0,0,1,0
"MIR663A",12,7,23,26,41,3,15,13,3,41
"MIR663AHG",52,45,75,74,55,39,60,32,53,80
"MLLT10P1",25,25,45,144,38,35,71,33,73,22
"DEFB115",0,0,0,0,0,0,0,0,0,0
"DEFB118",0,0,1,0,0,0,0,0,3,1
"DEFB116",0,0,0,0,0,0,0,0,0,0
"DEFB119",0,0,0,0,0,0,0,0,0,0
"DEFB121",0,0,0,0,0,0,0,0,0,0
"DEFB123",0,0,0,0,0,0,0,0,0,0
"LINC00028",7,7,7,0,7,0,0,0,0,0
"REM1",113,436,218,114,0,109,15,109,4,8
"MCTS2P",168,175,191,157,174,213,221,199,171,210
"DEFB124",0,0,0,0,0,0,0,0,0,0
"ID1",3056,2580,6539,6854,7237,6037,5570,2489,4732,11448
"COX4I2",120,21,49,0,55,71,112,27,158,173
"MIR3193",0,0,1,0,0,0,0,0,0,0
"HM13-AS1",17,2,1,0,8,2,2,136,0,0
"TPX2",14,4,4,1,1,3,41,1,7,7
"DUSP15",62,52,155,256,107,50,103,59,118,87
"FOXS1",421,890,682,505,446,725,124,381,504,408
"TTLL9",0,1,82,80,78,1,0,0,16,2
"CCM2L",16,118,18,26,44,144,0,24,0,54
"XKR7",0,3,7,0,0,2,5,0,14,3
"PLAGL2",231,259,843,294,328,234,494,93,201,290
"TM9SF4",6678,4360,3961,7047,4177,9483,6704,7209,5241,3619
"TSPY26P",30,4,26,33,19,69,53,0,20,23
"KIF3B",3802,3652,3466,2675,3689,4269,4028,4480,3342,3030
"ASXL1",1747,1547,1701,1180,1802,794,1616,1109,1010,902
"LOC101929698",1,3,4,3,4,4,2,72,2,3
"C20orf203",0,0,1,0,0,1,0,1,294,0
"DNMT3B",23,269,20,408,55,8,21,68,11,11
"MAPRE1",11652,7032,9354,10014,6080,9862,8821,10366,8933,10142
"BPIFB3",0,0,0,0,0,0,0,0,0,0
"BPIFB2",0,0,0,0,0,0,1,0,0,0
"BPIFB6",0,0,0,0,0,0,0,0,0,0
"BPIFB4",0,0,0,0,2,0,18,0,18,0
"BPIFA3",0,0,0,0,0,0,0,0,0,0
"BPIFA2",0,0,0,0,0,0,0,0,0,0
"BPIFA1",0,0,0,0,3,3,0,0,0,0
"BPIFA4P",0,0,0,0,0,0,0,0,0,0
"BPIFB1",12,0,0,4,0,0,0,0,0,0
"SNTA1",529,392,438,121,666,653,142,161,275,523
"E2F1",0,43,4,8,0,35,101,6,29,0
"PXMP4",124,488,873,713,413,772,161,192,672,827
"ACTL10",40,129,148,141,161,219,296,132,179,178
"NECAB3",771,962,812,695,361,472,772,457,709,582
"C20orf144",55,3,0,4,2,0,3,30,0,7
"ZNF341-AS1",0,0,30,40,10,0,0,21,1,0
"CHMP4B",537,515,711,333,587,427,348,284,212,558
"RALY-AS1",124,60,108,32,109,398,129,11,208,84
"EIF2S2",4560,5091,3974,3602,3254,4996,3660,5114,4328,4656
"ASIP",0,0,0,0,0,0,5,5,0,0
"DYNLRB1",8956,9045,8857,8110,10172,10187,9055,11656,10583,11727
"MAP1LC3A",3392,3931,4898,2034,3970,2523,4303,3929,3520,3069
"MIR644A",1,0,0,0,0,5,4,1,1,0
"NCOA6",2402,1900,2356,2737,2580,3744,2498,2815,1907,1966
"HMGB3P1",1,1,1,2,0,0,0,0,0,0
"GSS",4481,2901,4452,4655,4087,6422,4661,4407,4473,5028
"ACSS2",1145,3051,2165,1670,758,1308,2064,939,2106,1775
"GGT7",290,817,676,681,363,301,605,699,539,895
"TRPC4AP",3009,4954,5852,3053,2452,4106,5129,2542,3550,4612
"MIR499A",0,0,0,0,0,0,0,0,0,0
"MIR499B",0,0,0,0,0,0,0,0,0,0
"EDEM2",1537,3780,3774,3116,1666,3270,2112,1677,2839,3092
"PROCR",1159,2748,1503,1146,1360,1354,540,1844,1978,2770
"FAM83C",0,0,0,0,0,0,0,0,0,0
"EIF6",10712,9897,12764,11428,12638,12350,9910,9950,13285,13362
"MMP24-AS1",923,1281,2294,1928,1650,1229,1071,794,2059,1804
"FAM83C-AS1",0,0,0,0,0,0,0,0,0,0
"GDF5",0,3,0,29,0,0,0,0,36,7
"ERGIC3",10833,15470,12924,11222,13951,11738,11837,9337,12919,14580
"SPAG4",287,440,342,123,142,310,526,84,288,797
"C20orf173",0,0,0,0,0,0,0,0,0,0
"FER1L4",7,218,8,1,4,75,1,1,145,136
"ROMO1",11841,13536,13331,11232,11197,15644,12093,12866,13075,15235
"CPNE1",4720,4622,4474,3044,4917,5369,4540,4098,6051,5522
"NFS1",1273,2527,1851,1401,852,1979,783,596,2163,1147
"RBM39",8986,13735,12242,9444,8754,9250,7032,9995,9763,12269
"RBM12",1520,1639,2168,1954,1664,2319,1804,1402,2303,2466
"SCAND1",7540,9174,7535,11826,9312,6447,6509,8652,9972,12795
"LINC00657",3490,2331,2380,2076,2800,2747,2942,3393,2405,2439
"AAR2",2065,2014,3773,1822,2526,1540,1515,2470,1576,2765
"MYL9",2501,2281,4084,633,3409,1004,4027,1301,3732,1401
"C20orf24",539,683,773,852,628,981,745,725,658,1002
"TGIF2",558,613,1404,878,1048,1041,592,356,687,880
"LOC101926987",59,8,0,0,49,48,4,49,73,63
"TGIF2-C20orf24",0,0,0,0,0,0,0,0,0,0
"NDRG3",4741,2894,3560,4925,3421,6007,5257,4882,5096,2219
"SOGA1",56,141,346,172,346,151,153,75,118,557
"GHRH",9,127,123,0,4,9,0,14,0,0
"RPN2",21263,25148,21828,19285,22912,29057,21006,20307,20849,23492
"SRC",118,295,690,618,809,328,375,289,610,645
"MANBAL",4779,4292,4075,3034,4284,4463,2826,3095,4626,4230
"NNAT",1,5,61,169,4,71,6,1,7,29
"BLCAP",2778,2902,4176,3345,4641,3507,3775,2447,3948,4165
"LINC00489",0,0,0,0,0,0,0,0,0,0
"TTI1",3343,658,1088,3480,773,3383,3675,3909,2086,998
"TGM2",2405,5354,3953,1680,3881,2416,7006,1283,1619,3181
"LOC149684",11,0,11,0,0,22,11,0,0,0
"KIAA1755",230,205,355,2,426,50,330,192,285,112
"SNORA71D",0,0,0,0,0,0,0,0,2,0
"SNORA71C",0,0,2,1,2,0,0,0,1,0
"SNORA71E",1,2,16,18,0,16,3,2,3,2
"LBP",0,0,0,0,439,439,0,0,0,0
"SNORA71A",0,0,0,0,0,2,0,0,2,0
"SNORA71B",0,1,0,1,1,0,0,0,0,0
"SNHG17",452,726,1013,538,657,1189,1010,1041,1230,1008
"SNHG11",783,949,1460,1011,1013,989,477,622,783,1064
"SNORA60",0,1,0,2,0,0,0,0,0,0
"RALGAPB",1054,2340,988,1517,2679,1371,1774,559,2429,1862
"ADIG",0,0,0,0,0,0,0,0,0,0
"ARHGAP40",0,0,0,0,0,0,5,0,5,0
"ACTR5",450,180,336,215,333,261,703,146,705,425
"FAM83D",1,0,0,0,0,0,0,0,0,0
"LOC339568",0,0,0,0,0,0,0,0,0,0
"LINC01370",792,356,290,24,525,360,518,534,288,325
"MAFB",11466,6365,7308,3577,7757,9058,11201,8490,8412,12153
"MIR6871",0,0,0,0,0,0,0,0,0,0
"PLCG1",403,213,610,628,1204,653,126,283,411,885
"PLCG1-AS1",0,4,79,4,3,8,2,1,14,3
"EMILIN3",3,0,0,3,0,0,0,0,0,0
"LOC101927159",0,0,0,0,0,0,0,0,0,0
"SRSF6",17680,18023,14878,12082,17779,14743,13318,18123,16933,11889
"L3MBTL1",137,768,166,100,1053,948,538,2445,140,2434
"IFT52",1260,503,1602,527,1631,1678,1335,1181,911,2310
"GTSF1L",0,0,0,0,0,0,0,0,0,0
"OSER1",2785,3861,3242,2467,2943,2522,1785,3073,2312,3049
"OSER1-AS1",726,1445,568,357,1158,708,1140,925,1311,673
"JPH2",0,0,0,0,0,0,0,0,17,0
"FITM2",63,65,143,96,45,162,86,198,47,49
"GDAP1L1",327,407,642,173,432,550,940,380,492,605
"R3HDML",0,0,2,0,0,0,0,0,0,0
"MIR3646",0,0,0,0,4,0,0,1,1,4
"C20orf62",0,0,0,0,0,0,0,0,0,0
"LINC01430",0,0,0,0,0,0,0,0,0,0
"HNF4A-AS1",0,6,0,0,0,0,6,0,0,0
"PKIG",4498,2664,4542,3328,4097,5622,2929,3050,5321,4512
"SERINC3",9923,10888,13559,8360,9332,11147,6706,10391,10818,10307
"KCNK15",120,691,432,443,56,290,433,37,370,407
"WISP2",0,0,1,0,0,0,0,0,0,0
"LINC01260",0,0,0,0,0,3,0,0,99,99
"PABPC1L",231,212,694,225,205,103,251,59,198,617
"TOMM34",6354,5974,7669,4475,6113,6606,4219,8354,6992,6880
"STK4-AS1",0,0,6,0,0,0,0,0,0,0
"WFDC5",0,0,0,0,0,0,0,0,0,0
"WFDC12",0,0,0,0,0,0,0,0,0,0
"KCNS1",1,43,0,0,2,0,41,0,0,0
"PI3",0,113,28,1,0,0,0,1,26,66
"SLPI",169,4939,1064,731,6110,4069,764,178,594,3318
"SEMG2",0,0,0,0,0,0,0,0,0,0
"SEMG1",0,0,0,0,0,0,0,0,0,0
"TP53TG5",0,1,0,0,0,0,3,0,0,0
"SYS1",1283,1306,1891,1013,1185,1533,952,396,1193,1656
"SYS1-DBNDD2",0,0,0,0,0,0,0,0,0,0
"SDC4",3341,8725,7030,13292,4099,9620,5158,3416,8566,9992
"MATN4",3,50,9,64,0,0,58,0,25,43
"DBNDD2",189,303,285,135,156,180,281,221,322,364
"RBPJL",29,84,260,660,6,2,1378,0,370,726
"WFDC2",628,1368,1779,1290,1291,992,720,506,872,2513
"PIGT",18002,13414,12910,12080,9760,15870,14972,11913,13436,11080
"MIR6812",0,1,0,0,0,1,0,2,0,0
"WFDC6",0,0,0,0,0,0,0,0,0,0
"SPINT3",0,0,0,0,0,0,0,0,0,0
"WFDC9",0,0,0,0,0,0,0,0,0,0
"WFDC10A",0,0,0,0,0,0,0,0,0,0
"WFDC8",0,0,0,0,0,0,0,0,0,0
"WFDC11",0,0,0,0,0,0,0,0,0,0
"SPINT4",0,0,0,0,0,0,0,0,0,0
"WFDC13",0,0,0,0,0,0,0,0,0,0
"WFDC10B",0,0,0,0,0,0,0,0,0,0
"WFDC3",17,0,14,0,0,43,14,0,8,0
"SNX21",554,393,973,279,518,379,552,231,621,316
"ZSWIM3",1338,69,514,130,299,253,31,197,231,335
"CTSA",26950,21687,26956,26763,24572,25762,27509,26755,23588,27059
"UBE2C",0,1,0,1,0,0,34,34,7,0
"TNNC2",3,41,76,0,0,3,1,12,0,0
"PLTP",1533,1698,2928,1134,1261,1838,3434,899,2421,1971
"SPATA25",11,60,1,1,15,0,0,6,0,7
"ZSWIM1",49,662,380,88,372,114,75,114,175,271
"NEURL2",178,245,362,135,163,192,202,349,382,538
"ACOT8",1076,1610,1476,932,1152,974,731,1388,1270,1304
"MMP9",16,4,2,1,1,2,7,8,3,0
"SLC12A5",417,180,212,166,261,516,216,725,237,155
"ZNF335",503,824,559,369,653,544,470,394,1174,641
"CD40",1446,1052,2844,1256,2212,3569,1218,1601,1956,1544
"SLC35C2",2644,3213,3006,2140,1870,2776,2228,1913,2957,4004
"ELMO2",2568,2257,2131,2702,1626,2523,2318,1604,2252,1817
"ZNF663P",5,75,99,32,105,5,16,4,56,80
"ZNF334",282,401,488,382,618,133,247,275,228,659
"OCSTAMP",0,0,0,0,0,0,0,0,0,0
"MKRN7P",0,0,0,0,0,0,34,0,0,0
"TP53RK",2753,2293,1627,2954,2086,3770,2810,3001,1870,1818
"MIR3616",0,0,0,0,0,0,0,0,0,0
"LOC100131496",35,2,20,1,9,4,7,15,5,18
"LOC101060004",0,0,0,0,0,0,0,0,0,0
"LOC101927457",1,53,5,60,203,4,89,0,37,0
"LINC00494",0,0,0,0,0,0,0,0,0,0
"LOC102723483",0,1,0,0,0,1,0,36,1,0
"STAU1",3275,3898,5345,5005,4439,4627,4316,2357,4972,5779
"ZFAS1",4567,6307,5361,4918,3677,5771,5533,3887,5155,4223
"SNORD12",0,2,0,13,0,0,0,0,0,0
"SNORD12B",0,6,4,0,8,8,6,2,2,14
"SNORD12C",2,4,21,6,11,7,4,1,6,9
"ZNFX1",1580,2038,2002,2397,1896,1290,1475,1466,2520,3602
"KCNB1",19,10,334,34,0,4,36,9,45,0
"PTGIS",1,11,3,13,2,12,2,0,2,118
"B4GALT5",158,896,805,478,179,590,290,372,694,1109
"SNAI1",10445,1407,2629,12579,1628,12785,11181,12287,6386,1843
"SPATA2",147,167,291,371,208,316,267,127,214,168
"RNF114",5180,6244,6663,7316,4573,8732,6274,7355,5518,5982
"TRERNA1",0,0,0,0,0,0,0,0,0,0
"UBE2V1",206,301,286,235,144,192,502,185,318,226
"CEBPB",700,944,1838,924,1158,717,1465,504,1039,1170
"LINC01273",83,3,112,69,34,14,41,83,32,103
"LINC01270",3,1,2,0,3,4,2,3,3,3
"LINC01271",0,12,0,12,0,0,0,0,0,0
"LOC100506175",0,0,0,0,0,0,0,0,0,0
"MIR645",0,0,0,0,0,0,0,0,0,0
"PARD6B",978,2411,919,2175,665,1462,1307,1373,849,1420
"DPM1",2204,3686,3259,2734,1605,2828,1430,1923,2490,3495
"MOCS3",716,688,419,552,917,1079,551,562,182,331
"KCNG1",334,513,614,200,371,249,732,392,202,329
"LOC101927631",40,10,10,5,42,0,5,0,4,20
"SALL4",109,32,104,42,281,135,87,189,55,30
"ZNF217",597,393,767,470,623,347,107,136,932,608
"LOC101927770",1,1,5,1,4,3,6,1,2,0
"SUMO1P1",0,0,1,1,1,0,0,1,0,0
"BCAS1",3,1,37,27,5,0,0,25,62,19
"MIR4756",0,0,0,0,0,0,0,0,0,0
"CYP24A1",0,0,0,0,0,0,0,0,0,0
"PFDN4",1744,1245,1754,1596,1417,1890,1374,2092,1436,1593
"LINC01441",0,0,0,0,0,0,0,0,0,0
"LINC01440",0,0,0,0,0,0,0,0,0,0
"CBLN4",467,875,226,191,518,361,1002,628,356,17
"MC3R",0,0,0,0,0,0,0,0,0,0
"AURKA",26,10,54,50,253,175,17,40,29,121
"CSTF1",2931,1018,2045,2397,2031,4139,1992,2119,2648,2709
"CASS4",2,2,7,0,2,2,1,0,2,3
"FAM210B",2710,1984,3072,1123,2820,1866,2762,1501,3196,2852
"GCNT7",154,0,79,6,0,3,0,3,0,1
"FAM209B",2,0,6,0,2,5,3,2,0,0
"FAM209A",0,0,0,0,0,0,0,0,0,0
"TFAP2C",91,79,20,16,24,94,17,85,8,188
"LOC102723590",0,0,0,0,0,0,0,0,0,0
"MIR4325",0,0,0,0,0,0,0,0,0,0
"SPO11",0,0,0,0,0,0,0,0,0,0
"MTRNR2L3",25,12,35,21,40,20,28,21,29,47
"RAE1",3321,2150,2777,1990,2201,3607,1836,2732,2739,4056
"ZBP1",0,0,0,0,0,0,0,0,0,0
"PCK1",98,56,177,11,241,160,9,734,153,0
"MIR4532",0,0,0,0,0,0,0,0,0,0
"C20orf85",0,0,0,0,0,0,0,0,0,0
"PPP4R1L",215,912,322,164,230,210,103,223,124,161
"APCDD1L",312,720,330,93,315,349,115,226,338,208
"STX16",2863,2975,2569,2987,1765,3655,3156,3917,4021,2357
"MIR296",0,0,0,0,0,0,0,0,0,0
"MIR298",0,0,0,0,0,0,0,0,0,0
"GNAS",79079,76998,90445,45604,82903,83047,82286,79489,69084,88192
"SLMO2",5708,4996,4876,3051,5329,4424,3116,5381,5207,4995
"NELFCD",4238,3749,5267,2410,4567,3244,3843,4219,4128,3659
"SLMO2-ATP5E",0,0,0,0,0,0,0,0,0,0
"ATP5E",6049,5110,5068,4921,4529,6608,5469,5579,6012,5408
"CTSZ",68,79,68,145,32,56,121,138,94,372
"TUBB1",27,87,408,393,242,425,12,40,21,38
"EDN3",3080,467,2011,634,3005,2243,1330,2423,581,1153
"LOC100506384",0,0,0,0,0,0,0,0,0,0
"CDH26",5,0,1,0,59,0,5,0,4,1
"PPP1R3D",64,168,203,140,184,24,97,84,89,100
"FAM217B",643,483,230,1081,395,741,145,705,689,827
"C20orf197",2,2,2,0,2,0,0,0,0,0
"LOC729296",0,0,0,0,0,0,0,0,0,0
"MIR4533",0,0,0,0,0,0,0,0,0,0
"LOC101928048",0,0,0,0,0,0,0,0,0,0
"LOC100506470",0,0,0,0,0,0,0,0,0,0
"MIR1257",0,0,0,0,0,0,0,0,0,0
"LSM14B",108,138,293,68,233,108,161,133,66,226
"SS18L1",119,330,275,383,417,352,242,324,308,468
"PSMA7",27462,20830,19948,32089,16271,30395,23972,28867,25354,26555
"MTG2",338,721,1094,790,1095,672,727,439,704,964
"HRH3",0,2,0,0,0,0,0,0,0,0
"ADRM1",9648,6329,7245,12526,7257,11036,7264,11111,10396,14413
"LAMA5",1867,1549,3610,2757,3693,1630,1746,2657,2739,4545
"MIR4758",0,0,0,0,0,0,0,0,0,0
"LAMA5-AS1",79,21,8,19,15,104,3,15,159,63
"CABLES2",100,532,205,249,17,373,321,18,353,812
"GATA5",0,0,0,0,0,0,0,0,0,0
"RBBP8NL",0,0,2,0,0,0,0,0,52,1
"RPS21",6334,8687,9719,7791,6475,7945,8234,5642,8797,11792
"MIR1-1",0,0,0,0,0,0,0,0,0,0
"MIR133A2",0,0,0,0,0,0,0,0,0,0
